Street A,Street B,Latitude,Longitude,Intersection type,Other type
ALARINTEENKATU JATKE,KIRKKOMAENTIE,61.92410999999999,25.7481511,APPROXIMATE,country
ALARINTEENKATU JATKE,KIVINIEMENTIE,61.92410999999999,25.7481511,APPROXIMATE,country
ALARINTEENKATU JATKE,LAPATONNIEMENKATU,61.92410999999999,25.7481511,APPROXIMATE,country
ALARINTEENKATU JATKE,MYLLYNTIE,61.92410999999999,25.7481511,APPROXIMATE,country
ALARINTEENKATU JATKE,RUTOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
ALARINTEENKATU JATKE,RANNIKORVENTIE,61.92410999999999,25.7481511,APPROXIMATE,country
ALARINTEENKATU JATKE,SELKAHARJUNKATU YKSITYINEN,61.92410999999999,25.7481511,APPROXIMATE,country
ALARINTEENKATU JATKE,TAPAVAINOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
ALARINTEENKATU JATKE,TILSALANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
ALARINTEENKATU JATKE,TILSALANTIE RAITTI,61.92410999999999,25.7481511,APPROXIMATE,country
ALARINTEENKATU JATKE,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIRKKOMAENTIE,KIVINIEMENTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIRKKOMAENTIE,LAPATONNIEMENKATU,61.92410999999999,25.7481511,APPROXIMATE,country
KIRKKOMAENTIE,MYLLYNTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIRKKOMAENTIE,RUTOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIRKKOMAENTIE,RANNIKORVENTIE,61.0249979,28.0151681,GEOMETRIC_CENTER,intersection
KIRKKOMAENTIE,SELKAHARJUNKATU YKSITYINEN,61.92410999999999,25.7481511,APPROXIMATE,country
KIRKKOMAENTIE,TAPAVAINOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIRKKOMAENTIE,TILSALANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIRKKOMAENTIE,TILSALANTIE RAITTI,61.92410999999999,25.7481511,APPROXIMATE,country
KIRKKOMAENTIE,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIVINIEMENTIE,LAPATONNIEMENKATU,61.92410999999999,25.7481511,APPROXIMATE,country
KIVINIEMENTIE,MYLLYNTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIVINIEMENTIE,RUTOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIVINIEMENTIE,RANNIKORVENTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIVINIEMENTIE,SELKAHARJUNKATU YKSITYINEN,61.92410999999999,25.7481511,APPROXIMATE,country
KIVINIEMENTIE,TAPAVAINOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIVINIEMENTIE,TILSALANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
KIVINIEMENTIE,TILSALANTIE RAITTI,61.92410999999999,25.7481511,APPROXIMATE,country
KIVINIEMENTIE,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
LAPATONNIEMENKATU,MYLLYNTIE,61.92410999999999,25.7481511,APPROXIMATE,country
LAPATONNIEMENKATU,RUTOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
LAPATONNIEMENKATU,RANNIKORVENTIE,61.92410999999999,25.7481511,APPROXIMATE,country
LAPATONNIEMENKATU,SELKAHARJUNKATU YKSITYINEN,61.92410999999999,25.7481511,APPROXIMATE,country
LAPATONNIEMENKATU,TAPAVAINOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
LAPATONNIEMENKATU,TILSALANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
LAPATONNIEMENKATU,TILSALANTIE RAITTI,61.92410999999999,25.7481511,APPROXIMATE,country
LAPATONNIEMENKATU,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
MYLLYNTIE,RUTOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
MYLLYNTIE,RANNIKORVENTIE,61.92410999999999,25.7481511,APPROXIMATE,country
MYLLYNTIE,SELKAHARJUNKATU YKSITYINEN,61.92410999999999,25.7481511,APPROXIMATE,country
MYLLYNTIE,TAPAVAINOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
MYLLYNTIE,TILSALANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
MYLLYNTIE,TILSALANTIE RAITTI,61.92410999999999,25.7481511,APPROXIMATE,country
MYLLYNTIE,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
RUTOLANTIE,RANNIKORVENTIE,61.92410999999999,25.7481511,APPROXIMATE,country
RUTOLANTIE,SELKAHARJUNKATU YKSITYINEN,61.92410999999999,25.7481511,APPROXIMATE,country
RUTOLANTIE,TAPAVAINOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
RUTOLANTIE,TILSALANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
RUTOLANTIE,TILSALANTIE RAITTI,61.92410999999999,25.7481511,APPROXIMATE,country
RUTOLANTIE,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
RANNIKORVENTIE,SELKAHARJUNKATU YKSITYINEN,61.92410999999999,25.7481511,APPROXIMATE,country
RANNIKORVENTIE,TAPAVAINOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
RANNIKORVENTIE,TILSALANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
RANNIKORVENTIE,TILSALANTIE RAITTI,61.92410999999999,25.7481511,APPROXIMATE,country
RANNIKORVENTIE,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
SELKAHARJUNKATU YKSITYINEN,TAPAVAINOLANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
SELKAHARJUNKATU YKSITYINEN,TILSALANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
SELKAHARJUNKATU YKSITYINEN,TILSALANTIE RAITTI,61.92410999999999,25.7481511,APPROXIMATE,country
SELKAHARJUNKATU YKSITYINEN,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
TAPAVAINOLANTIE,TILSALANTIE,61.92410999999999,25.7481511,APPROXIMATE,country
TAPAVAINOLANTIE,TILSALANTIE RAITTI,61.92410999999999,25.7481511,APPROXIMATE,country
TAPAVAINOLANTIE,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
TILSALANTIE,TILSALANTIE RAITTI,61.0352341,28.0811576,GEOMETRIC_CENTER,intersection
TILSALANTIE,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
TILSALANTIE RAITTI,VANHA HELSINGINTIE,61.92410999999999,25.7481511,APPROXIMATE,country
